description,Category,Skill,cleaned_text,assigned_to
Create user manuals,documentation,confluence,create user manuals,Charlie
Prepare technical guides,documentation,user manuals,prepare technical guides,David
Create user manuals,documentation,asciidoc,create user manuals,Alice
Write API documentation,documentation,api documentation,write api documentation,Bob
Write API documentation,documentation,api documentation,write api documentation,Charlie
Create user manuals,documentation,confluence,create user manuals,David
Create user manuals,documentation,user manuals,create user manuals,Alice
Prepare technical guides,documentation,sphinx,prepare technical guides,Bob
Write release notes,documentation,asciidoc,write release notes,Charlie
Prepare technical guides,documentation,confluence,prepare technical guides,David
Write API documentation,documentation,readthedocs,write api documentation,Alice
Document code for open-source project,documentation,sphinx,document code opensource project,Bob
Document code for open-source project,documentation,markdown,document code opensource project,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Write release notes,documentation,sphinx,write release notes,Alice
Prepare technical guides,documentation,user manuals,prepare technical guides,Bob
Document code for open-source project,documentation,user manuals,document code opensource project,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Create user manuals,documentation,technical writing,create user manuals,Alice
Maintain project wiki,documentation,sphinx,maintain project wiki,Bob
Write API documentation,documentation,markdown,write api documentation,Charlie
Write release notes,documentation,user manuals,write release notes,David
Prepare technical guides,documentation,api documentation,prepare technical guides,Alice
Write API documentation,documentation,sphinx,write api documentation,Bob
Write release notes,documentation,user manuals,write release notes,Charlie
Write release notes,documentation,sphinx,write release notes,David
Prepare technical guides,documentation,sphinx,prepare technical guides,Alice
Document code for open-source project,documentation,asciidoc,document code opensource project,Bob
Write release notes,documentation,technical writing,write release notes,Charlie
Write API documentation,documentation,markdown,write api documentation,David
Document code for open-source project,documentation,confluence,document code opensource project,Alice
Write release notes,documentation,user manuals,write release notes,Bob
Prepare technical guides,documentation,user manuals,prepare technical guides,Charlie
Prepare technical guides,documentation,user manuals,prepare technical guides,David
Create user manuals,documentation,technical writing,create user manuals,Alice
Write API documentation,documentation,confluence,write api documentation,Bob
Write release notes,documentation,readthedocs,write release notes,Charlie
Write release notes,documentation,confluence,write release notes,David
Maintain project wiki,documentation,markdown,maintain project wiki,Alice
Write API documentation,documentation,sphinx,write api documentation,Bob
Prepare technical guides,documentation,asciidoc,prepare technical guides,Charlie
Prepare technical guides,documentation,user manuals,prepare technical guides,David
Maintain project wiki,documentation,user manuals,maintain project wiki,Alice
Document code for open-source project,documentation,sphinx,document code opensource project,Bob
Prepare technical guides,documentation,readthedocs,prepare technical guides,Charlie
Document code for open-source project,documentation,api documentation,document code opensource project,David
Write release notes,documentation,readthedocs,write release notes,Alice
Create user manuals,documentation,asciidoc,create user manuals,Bob
Create user manuals,documentation,asciidoc,create user manuals,Charlie
Document code for open-source project,documentation,technical writing,document code opensource project,David
Write release notes,documentation,readthedocs,write release notes,Alice
Write API documentation,documentation,readthedocs,write api documentation,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Maintain project wiki,documentation,confluence,maintain project wiki,David
Create user manuals,documentation,confluence,create user manuals,Alice
Write API documentation,documentation,readthedocs,write api documentation,Bob
Prepare technical guides,documentation,markdown,prepare technical guides,Charlie
Maintain project wiki,documentation,sphinx,maintain project wiki,David
Maintain project wiki,documentation,technical writing,maintain project wiki,Alice
Write API documentation,documentation,readthedocs,write api documentation,Bob
Prepare technical guides,documentation,technical writing,prepare technical guides,Charlie
Prepare technical guides,documentation,api documentation,prepare technical guides,David
Write API documentation,documentation,api documentation,write api documentation,Alice
Document code for open-source project,documentation,api documentation,document code opensource project,Bob
Write API documentation,documentation,user manuals,write api documentation,Charlie
Prepare technical guides,documentation,technical writing,prepare technical guides,David
Write release notes,documentation,readthedocs,write release notes,Alice
Maintain project wiki,documentation,user manuals,maintain project wiki,Bob
Write release notes,documentation,user manuals,write release notes,Charlie
Prepare technical guides,documentation,confluence,prepare technical guides,David
Write API documentation,documentation,user manuals,write api documentation,Alice
Write release notes,documentation,readthedocs,write release notes,Bob
Document code for open-source project,documentation,technical writing,document code opensource project,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Maintain project wiki,documentation,user manuals,maintain project wiki,Alice
Maintain project wiki,documentation,markdown,maintain project wiki,Bob
Create user manuals,documentation,markdown,create user manuals,Charlie
Write API documentation,documentation,user manuals,write api documentation,David
Write API documentation,documentation,asciidoc,write api documentation,Alice
Write API documentation,documentation,readthedocs,write api documentation,Bob
Write release notes,documentation,api documentation,write release notes,Charlie
Maintain project wiki,documentation,api documentation,maintain project wiki,David
Write release notes,documentation,sphinx,write release notes,Alice
Write API documentation,documentation,confluence,write api documentation,Bob
Prepare technical guides,documentation,readthedocs,prepare technical guides,Charlie
Create user manuals,documentation,technical writing,create user manuals,David
Write release notes,documentation,readthedocs,write release notes,Alice
Document code for open-source project,documentation,confluence,document code opensource project,Bob
Create user manuals,documentation,user manuals,create user manuals,Charlie
Create user manuals,documentation,confluence,create user manuals,David
Write release notes,documentation,markdown,write release notes,Alice
Write release notes,documentation,sphinx,write release notes,Bob
Document code for open-source project,documentation,readthedocs,document code opensource project,Charlie
Create user manuals,documentation,readthedocs,create user manuals,David
Write release notes,documentation,asciidoc,write release notes,Alice
Write API documentation,documentation,user manuals,write api documentation,Bob
Prepare technical guides,documentation,asciidoc,prepare technical guides,Charlie
Create user manuals,documentation,asciidoc,create user manuals,David
Write release notes,documentation,sphinx,write release notes,Alice
Write API documentation,documentation,user manuals,write api documentation,Bob
Prepare technical guides,documentation,markdown,prepare technical guides,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Prepare technical guides,documentation,technical writing,prepare technical guides,Alice
Maintain project wiki,documentation,confluence,maintain project wiki,Bob
Write API documentation,documentation,readthedocs,write api documentation,Charlie
Write API documentation,documentation,markdown,write api documentation,David
Document code for open-source project,documentation,user manuals,document code opensource project,Alice
Create user manuals,documentation,api documentation,create user manuals,Bob
Write release notes,documentation,technical writing,write release notes,Charlie
Write release notes,documentation,confluence,write release notes,David
Maintain project wiki,documentation,technical writing,maintain project wiki,Alice
Prepare technical guides,documentation,technical writing,prepare technical guides,Bob
Prepare technical guides,documentation,asciidoc,prepare technical guides,Charlie
Maintain project wiki,documentation,readthedocs,maintain project wiki,David
Write release notes,documentation,api documentation,write release notes,Alice
Write release notes,documentation,asciidoc,write release notes,Bob
Write API documentation,documentation,markdown,write api documentation,Charlie
Document code for open-source project,documentation,sphinx,document code opensource project,David
Prepare technical guides,documentation,api documentation,prepare technical guides,Alice
Create user manuals,documentation,technical writing,create user manuals,Bob
Write release notes,documentation,api documentation,write release notes,Charlie
Create user manuals,documentation,confluence,create user manuals,David
Write release notes,documentation,api documentation,write release notes,Alice
Maintain project wiki,documentation,readthedocs,maintain project wiki,Bob
Prepare technical guides,documentation,sphinx,prepare technical guides,Charlie
Write release notes,documentation,confluence,write release notes,David
Write API documentation,documentation,asciidoc,write api documentation,Alice
Write API documentation,documentation,asciidoc,write api documentation,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Write API documentation,documentation,technical writing,write api documentation,David
Create user manuals,documentation,sphinx,create user manuals,Alice
Document code for open-source project,documentation,markdown,document code opensource project,Bob
Maintain project wiki,documentation,technical writing,maintain project wiki,Charlie
Maintain project wiki,documentation,markdown,maintain project wiki,David
Create user manuals,documentation,markdown,create user manuals,Alice
Prepare technical guides,documentation,user manuals,prepare technical guides,Bob
Create user manuals,documentation,confluence,create user manuals,Charlie
Maintain project wiki,documentation,sphinx,maintain project wiki,David
Document code for open-source project,documentation,markdown,document code opensource project,Alice
Prepare technical guides,documentation,readthedocs,prepare technical guides,Bob
Document code for open-source project,documentation,readthedocs,document code opensource project,Charlie
Document code for open-source project,documentation,confluence,document code opensource project,David
Prepare technical guides,documentation,sphinx,prepare technical guides,Alice
Create user manuals,documentation,user manuals,create user manuals,Bob
Write release notes,documentation,markdown,write release notes,Charlie
Document code for open-source project,documentation,api documentation,document code opensource project,David
Maintain project wiki,documentation,markdown,maintain project wiki,Alice
Create user manuals,documentation,readthedocs,create user manuals,Bob
Write release notes,documentation,technical writing,write release notes,Charlie
Write release notes,documentation,markdown,write release notes,David
Write API documentation,documentation,confluence,write api documentation,Alice
Prepare technical guides,documentation,user manuals,prepare technical guides,Bob
Prepare technical guides,documentation,asciidoc,prepare technical guides,Charlie
Prepare technical guides,documentation,user manuals,prepare technical guides,David
Write API documentation,documentation,readthedocs,write api documentation,Alice
Maintain project wiki,documentation,technical writing,maintain project wiki,Bob
Write release notes,documentation,technical writing,write release notes,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Prepare technical guides,documentation,user manuals,prepare technical guides,Alice
Write release notes,documentation,sphinx,write release notes,Bob
Prepare technical guides,documentation,readthedocs,prepare technical guides,Charlie
Document code for open-source project,documentation,technical writing,document code opensource project,David
Document code for open-source project,documentation,markdown,document code opensource project,Alice
Write API documentation,documentation,technical writing,write api documentation,Bob
Write release notes,documentation,confluence,write release notes,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Prepare technical guides,documentation,api documentation,prepare technical guides,Alice
Create user manuals,documentation,confluence,create user manuals,Bob
Write release notes,documentation,api documentation,write release notes,Charlie
Write release notes,documentation,markdown,write release notes,David
Document code for open-source project,documentation,asciidoc,document code opensource project,Alice
Create user manuals,documentation,technical writing,create user manuals,Bob
Write API documentation,documentation,sphinx,write api documentation,Charlie
Maintain project wiki,documentation,user manuals,maintain project wiki,David
Document code for open-source project,documentation,api documentation,document code opensource project,Alice
Maintain project wiki,documentation,markdown,maintain project wiki,Bob
Prepare technical guides,documentation,api documentation,prepare technical guides,Charlie
Write release notes,documentation,api documentation,write release notes,David
Document code for open-source project,documentation,asciidoc,document code opensource project,Alice
Write API documentation,documentation,user manuals,write api documentation,Bob
Document code for open-source project,documentation,sphinx,document code opensource project,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Prepare technical guides,documentation,user manuals,prepare technical guides,Alice
Maintain project wiki,documentation,api documentation,maintain project wiki,Bob
Document code for open-source project,documentation,asciidoc,document code opensource project,Charlie
Write API documentation,documentation,markdown,write api documentation,David
Maintain project wiki,documentation,readthedocs,maintain project wiki,Alice
Create user manuals,documentation,asciidoc,create user manuals,Bob
Document code for open-source project,documentation,api documentation,document code opensource project,Charlie
Document code for open-source project,documentation,confluence,document code opensource project,David
Write release notes,documentation,markdown,write release notes,Alice
Write API documentation,documentation,user manuals,write api documentation,Bob
Prepare technical guides,documentation,confluence,prepare technical guides,Charlie
Document code for open-source project,documentation,api documentation,document code opensource project,David
Create user manuals,documentation,technical writing,create user manuals,Alice
Prepare technical guides,documentation,technical writing,prepare technical guides,Bob
Create user manuals,documentation,readthedocs,create user manuals,Charlie
Write API documentation,documentation,api documentation,write api documentation,David
Document code for open-source project,documentation,api documentation,document code opensource project,Alice
Prepare technical guides,documentation,sphinx,prepare technical guides,Bob
Write release notes,documentation,confluence,write release notes,Charlie
Maintain project wiki,documentation,sphinx,maintain project wiki,David
Write release notes,documentation,sphinx,write release notes,Alice
Maintain project wiki,documentation,user manuals,maintain project wiki,Bob
Write release notes,documentation,confluence,write release notes,Charlie
Write release notes,documentation,technical writing,write release notes,David
Document code for open-source project,documentation,readthedocs,document code opensource project,Alice
Document code for open-source project,documentation,readthedocs,document code opensource project,Bob
Prepare technical guides,documentation,user manuals,prepare technical guides,Charlie
Create user manuals,documentation,user manuals,create user manuals,David
Write release notes,documentation,technical writing,write release notes,Alice
Write release notes,documentation,markdown,write release notes,Bob
Write API documentation,documentation,api documentation,write api documentation,Charlie
Prepare technical guides,documentation,markdown,prepare technical guides,David
Create user manuals,documentation,technical writing,create user manuals,Alice
Create user manuals,documentation,user manuals,create user manuals,Bob
Create user manuals,documentation,markdown,create user manuals,Charlie
Prepare technical guides,documentation,technical writing,prepare technical guides,David
Write API documentation,documentation,markdown,write api documentation,Alice
Document code for open-source project,documentation,technical writing,document code opensource project,Bob
Prepare technical guides,documentation,confluence,prepare technical guides,Charlie
Maintain project wiki,documentation,technical writing,maintain project wiki,David
Prepare technical guides,documentation,sphinx,prepare technical guides,Alice
Create user manuals,documentation,user manuals,create user manuals,Bob
Write API documentation,documentation,api documentation,write api documentation,Charlie
Write API documentation,documentation,markdown,write api documentation,David
Write release notes,documentation,asciidoc,write release notes,Alice
Write release notes,documentation,confluence,write release notes,Bob
Maintain project wiki,documentation,sphinx,maintain project wiki,Charlie
Create user manuals,documentation,readthedocs,create user manuals,David
Prepare technical guides,documentation,technical writing,prepare technical guides,Alice
Create user manuals,documentation,readthedocs,create user manuals,Bob
Write API documentation,documentation,technical writing,write api documentation,Charlie
Prepare technical guides,documentation,api documentation,prepare technical guides,David
Write release notes,documentation,user manuals,write release notes,Alice
Maintain project wiki,documentation,api documentation,maintain project wiki,Bob
Maintain project wiki,documentation,readthedocs,maintain project wiki,Charlie
Write release notes,documentation,readthedocs,write release notes,David
Prepare technical guides,documentation,api documentation,prepare technical guides,Alice
Maintain project wiki,documentation,readthedocs,maintain project wiki,Bob
Write release notes,documentation,confluence,write release notes,Charlie
Maintain project wiki,documentation,api documentation,maintain project wiki,David
Maintain project wiki,documentation,user manuals,maintain project wiki,Alice
Write release notes,documentation,asciidoc,write release notes,Bob
Write release notes,documentation,user manuals,write release notes,Charlie
Create user manuals,documentation,technical writing,create user manuals,David
Write API documentation,documentation,markdown,write api documentation,Alice
Write API documentation,documentation,api documentation,write api documentation,Bob
Maintain project wiki,documentation,technical writing,maintain project wiki,Charlie
Write API documentation,documentation,asciidoc,write api documentation,David
Create user manuals,documentation,sphinx,create user manuals,Alice
Prepare technical guides,documentation,markdown,prepare technical guides,Bob
Write release notes,documentation,asciidoc,write release notes,Charlie
Maintain project wiki,documentation,api documentation,maintain project wiki,David
Write API documentation,documentation,user manuals,write api documentation,Alice
Maintain project wiki,documentation,sphinx,maintain project wiki,Bob
Write release notes,documentation,confluence,write release notes,Charlie
Write API documentation,documentation,user manuals,write api documentation,David
Prepare technical guides,documentation,asciidoc,prepare technical guides,Alice
Write release notes,documentation,user manuals,write release notes,Bob
Prepare technical guides,documentation,readthedocs,prepare technical guides,Charlie
Document code for open-source project,documentation,markdown,document code opensource project,David
Create user manuals,documentation,sphinx,create user manuals,Alice
Document code for open-source project,documentation,readthedocs,document code opensource project,Bob
Prepare technical guides,documentation,readthedocs,prepare technical guides,Charlie
Maintain project wiki,documentation,sphinx,maintain project wiki,David
Create user manuals,documentation,markdown,create user manuals,Alice
Create user manuals,documentation,readthedocs,create user manuals,Bob
Write release notes,documentation,readthedocs,write release notes,Charlie
Write release notes,documentation,readthedocs,write release notes,David
Create user manuals,documentation,sphinx,create user manuals,Alice
Write release notes,documentation,sphinx,write release notes,Bob
Document code for open-source project,documentation,api documentation,document code opensource project,Charlie
Document code for open-source project,documentation,technical writing,document code opensource project,David
Create user manuals,documentation,confluence,create user manuals,Alice
Create user manuals,documentation,user manuals,create user manuals,Bob
Document code for open-source project,documentation,technical writing,document code opensource project,Charlie
Maintain project wiki,documentation,user manuals,maintain project wiki,David
Create user manuals,documentation,asciidoc,create user manuals,Alice
Create user manuals,documentation,api documentation,create user manuals,Bob
Create user manuals,documentation,technical writing,create user manuals,Charlie
Create user manuals,documentation,technical writing,create user manuals,David
Document code for open-source project,documentation,sphinx,document code opensource project,Alice
Create user manuals,documentation,api documentation,create user manuals,Bob
Prepare technical guides,documentation,markdown,prepare technical guides,Charlie
Document code for open-source project,documentation,confluence,document code opensource project,David
Create user manuals,documentation,confluence,create user manuals,Alice
Write release notes,documentation,confluence,write release notes,Bob
Write release notes,documentation,technical writing,write release notes,Charlie
Maintain project wiki,documentation,asciidoc,maintain project wiki,David
Document code for open-source project,documentation,user manuals,document code opensource project,Alice
Write API documentation,documentation,sphinx,write api documentation,Bob
Prepare technical guides,documentation,confluence,prepare technical guides,Charlie
Write release notes,documentation,api documentation,write release notes,David
Write release notes,documentation,markdown,write release notes,Alice
Document code for open-source project,documentation,readthedocs,document code opensource project,Bob
Prepare technical guides,documentation,technical writing,prepare technical guides,Charlie
Prepare technical guides,documentation,user manuals,prepare technical guides,David
Prepare technical guides,documentation,asciidoc,prepare technical guides,Alice
Write release notes,documentation,confluence,write release notes,Bob
Maintain project wiki,documentation,confluence,maintain project wiki,Charlie
Document code for open-source project,documentation,api documentation,document code opensource project,David
Write release notes,documentation,readthedocs,write release notes,Alice
Maintain project wiki,documentation,api documentation,maintain project wiki,Bob
Maintain project wiki,documentation,markdown,maintain project wiki,Charlie
Write release notes,documentation,confluence,write release notes,David
Prepare technical guides,documentation,technical writing,prepare technical guides,Alice
Maintain project wiki,documentation,api documentation,maintain project wiki,Bob
Write release notes,documentation,asciidoc,write release notes,Charlie
Write API documentation,documentation,api documentation,write api documentation,David
Document code for open-source project,documentation,markdown,document code opensource project,Alice
Prepare technical guides,documentation,technical writing,prepare technical guides,Bob
Maintain project wiki,documentation,user manuals,maintain project wiki,Charlie
Prepare technical guides,documentation,technical writing,prepare technical guides,David
Prepare technical guides,documentation,readthedocs,prepare technical guides,Alice
Write API documentation,documentation,api documentation,write api documentation,Bob
Write API documentation,documentation,confluence,write api documentation,Charlie
Write API documentation,documentation,user manuals,write api documentation,David
Create user manuals,documentation,readthedocs,create user manuals,Alice
Write release notes,documentation,sphinx,write release notes,Bob
Write API documentation,documentation,sphinx,write api documentation,Charlie
Prepare technical guides,documentation,asciidoc,prepare technical guides,David
Write release notes,documentation,confluence,write release notes,Alice
Prepare technical guides,documentation,confluence,prepare technical guides,Bob
Maintain project wiki,documentation,markdown,maintain project wiki,Charlie
Write release notes,documentation,markdown,write release notes,David
Write release notes,documentation,confluence,write release notes,Alice
Maintain project wiki,documentation,readthedocs,maintain project wiki,Bob
Write release notes,documentation,readthedocs,write release notes,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Maintain project wiki,documentation,technical writing,maintain project wiki,Alice
Maintain project wiki,documentation,technical writing,maintain project wiki,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Prepare technical guides,documentation,markdown,prepare technical guides,David
Maintain project wiki,documentation,asciidoc,maintain project wiki,Alice
Create user manuals,documentation,asciidoc,create user manuals,Bob
Write API documentation,documentation,user manuals,write api documentation,Charlie
Maintain project wiki,documentation,sphinx,maintain project wiki,David
Prepare technical guides,documentation,confluence,prepare technical guides,Alice
Write API documentation,documentation,technical writing,write api documentation,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Write release notes,documentation,asciidoc,write release notes,David
Create user manuals,documentation,api documentation,create user manuals,Alice
Maintain project wiki,documentation,user manuals,maintain project wiki,Bob
Create user manuals,documentation,sphinx,create user manuals,Charlie
Write API documentation,documentation,sphinx,write api documentation,David
Create user manuals,documentation,readthedocs,create user manuals,Alice
Write release notes,documentation,confluence,write release notes,Bob
Maintain project wiki,documentation,asciidoc,maintain project wiki,Charlie
Maintain project wiki,documentation,confluence,maintain project wiki,David
Prepare technical guides,documentation,user manuals,prepare technical guides,Alice
Prepare technical guides,documentation,readthedocs,prepare technical guides,Bob
Write API documentation,documentation,asciidoc,write api documentation,Charlie
Document code for open-source project,documentation,markdown,document code opensource project,David
Document code for open-source project,documentation,readthedocs,document code opensource project,Alice
Write release notes,documentation,confluence,write release notes,Bob
Document code for open-source project,documentation,api documentation,document code opensource project,Charlie
Document code for open-source project,documentation,sphinx,document code opensource project,David
Document code for open-source project,documentation,confluence,document code opensource project,Alice
Document code for open-source project,documentation,confluence,document code opensource project,Bob
Document code for open-source project,documentation,api documentation,document code opensource project,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Maintain project wiki,documentation,sphinx,maintain project wiki,Alice
Create user manuals,documentation,api documentation,create user manuals,Bob
Document code for open-source project,documentation,readthedocs,document code opensource project,Charlie
Document code for open-source project,documentation,confluence,document code opensource project,David
Prepare technical guides,documentation,api documentation,prepare technical guides,Alice
Prepare technical guides,documentation,sphinx,prepare technical guides,Bob
Create user manuals,documentation,user manuals,create user manuals,Charlie
Maintain project wiki,documentation,readthedocs,maintain project wiki,David
Prepare technical guides,documentation,technical writing,prepare technical guides,Alice
Maintain project wiki,documentation,api documentation,maintain project wiki,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Prepare technical guides,documentation,confluence,prepare technical guides,David
Write release notes,documentation,user manuals,write release notes,Alice
Document code for open-source project,documentation,sphinx,document code opensource project,Bob
Create user manuals,documentation,confluence,create user manuals,Charlie
Write release notes,documentation,confluence,write release notes,David
Write release notes,documentation,readthedocs,write release notes,Alice
Document code for open-source project,documentation,markdown,document code opensource project,Bob
Create user manuals,documentation,confluence,create user manuals,Charlie
Create user manuals,documentation,sphinx,create user manuals,David
Write API documentation,documentation,readthedocs,write api documentation,Alice
Prepare technical guides,documentation,user manuals,prepare technical guides,Bob
Write release notes,documentation,readthedocs,write release notes,Charlie
Prepare technical guides,documentation,markdown,prepare technical guides,David
Write release notes,documentation,markdown,write release notes,Alice
Write release notes,documentation,confluence,write release notes,Bob
Create user manuals,documentation,markdown,create user manuals,Charlie
Write API documentation,documentation,asciidoc,write api documentation,David
Maintain project wiki,documentation,asciidoc,maintain project wiki,Alice
Write release notes,documentation,sphinx,write release notes,Bob
Write API documentation,documentation,confluence,write api documentation,Charlie
Maintain project wiki,documentation,technical writing,maintain project wiki,David
Write API documentation,documentation,readthedocs,write api documentation,Alice
Document code for open-source project,documentation,confluence,document code opensource project,Bob
Write release notes,documentation,api documentation,write release notes,Charlie
Document code for open-source project,documentation,user manuals,document code opensource project,David
Prepare technical guides,documentation,user manuals,prepare technical guides,Alice
Write API documentation,documentation,asciidoc,write api documentation,Bob
Maintain project wiki,documentation,readthedocs,maintain project wiki,Charlie
Create user manuals,documentation,asciidoc,create user manuals,David
Write API documentation,documentation,asciidoc,write api documentation,Alice
Prepare technical guides,documentation,api documentation,prepare technical guides,Bob
Write API documentation,documentation,readthedocs,write api documentation,Charlie
Write release notes,documentation,asciidoc,write release notes,David
Write API documentation,documentation,readthedocs,write api documentation,Alice
Write API documentation,documentation,confluence,write api documentation,Bob
Write API documentation,documentation,readthedocs,write api documentation,Charlie
Document code for open-source project,documentation,readthedocs,document code opensource project,David
Write API documentation,documentation,confluence,write api documentation,Alice
Write release notes,documentation,api documentation,write release notes,Bob
Write release notes,documentation,user manuals,write release notes,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Write release notes,documentation,confluence,write release notes,Alice
Maintain project wiki,documentation,technical writing,maintain project wiki,Bob
Maintain project wiki,documentation,technical writing,maintain project wiki,Charlie
Create user manuals,documentation,user manuals,create user manuals,David
Document code for open-source project,documentation,confluence,document code opensource project,Alice
Write release notes,documentation,user manuals,write release notes,Bob
Create user manuals,documentation,readthedocs,create user manuals,Charlie
Write release notes,documentation,markdown,write release notes,David
Maintain project wiki,documentation,asciidoc,maintain project wiki,Alice
Create user manuals,documentation,sphinx,create user manuals,Bob
Maintain project wiki,documentation,confluence,maintain project wiki,Charlie
Create user manuals,documentation,api documentation,create user manuals,David
Document code for open-source project,documentation,markdown,document code opensource project,Alice
Prepare technical guides,documentation,sphinx,prepare technical guides,Bob
Document code for open-source project,documentation,technical writing,document code opensource project,Charlie
Prepare technical guides,documentation,confluence,prepare technical guides,David
Write release notes,documentation,asciidoc,write release notes,Alice
Write API documentation,documentation,user manuals,write api documentation,Bob
Write release notes,documentation,sphinx,write release notes,Charlie
Document code for open-source project,documentation,user manuals,document code opensource project,David
Write release notes,documentation,sphinx,write release notes,Alice
Maintain project wiki,documentation,asciidoc,maintain project wiki,Bob
Maintain project wiki,documentation,sphinx,maintain project wiki,Charlie
Write release notes,documentation,sphinx,write release notes,David
Write release notes,documentation,asciidoc,write release notes,Alice
Create user manuals,documentation,api documentation,create user manuals,Bob
Write release notes,documentation,sphinx,write release notes,Charlie
Write release notes,documentation,readthedocs,write release notes,David
Write release notes,documentation,technical writing,write release notes,Alice
Write release notes,documentation,technical writing,write release notes,Bob
Write release notes,documentation,api documentation,write release notes,Charlie
Write API documentation,documentation,markdown,write api documentation,David
Prepare technical guides,documentation,user manuals,prepare technical guides,Alice
Document code for open-source project,documentation,technical writing,document code opensource project,Bob
Create user manuals,documentation,sphinx,create user manuals,Charlie
Create user manuals,documentation,user manuals,create user manuals,David
Create user manuals,documentation,asciidoc,create user manuals,Alice
Document code for open-source project,documentation,confluence,document code opensource project,Bob
Write API documentation,documentation,api documentation,write api documentation,Charlie
Maintain project wiki,documentation,user manuals,maintain project wiki,David
Maintain project wiki,documentation,asciidoc,maintain project wiki,Alice
Maintain project wiki,documentation,technical writing,maintain project wiki,Bob
Maintain project wiki,documentation,asciidoc,maintain project wiki,Charlie
Document code for open-source project,documentation,readthedocs,document code opensource project,David
Write API documentation,documentation,technical writing,write api documentation,Alice
Write API documentation,documentation,technical writing,write api documentation,Bob
Write API documentation,documentation,asciidoc,write api documentation,Charlie
Write release notes,documentation,confluence,write release notes,David
Create user manuals,documentation,confluence,create user manuals,Alice
Prepare technical guides,documentation,readthedocs,prepare technical guides,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Write API documentation,documentation,sphinx,write api documentation,David
Write API documentation,documentation,markdown,write api documentation,Alice
Prepare technical guides,documentation,readthedocs,prepare technical guides,Bob
Create user manuals,documentation,readthedocs,create user manuals,Charlie
Document code for open-source project,documentation,markdown,document code opensource project,David
Prepare technical guides,documentation,asciidoc,prepare technical guides,Alice
Create user manuals,documentation,readthedocs,create user manuals,Bob
Document code for open-source project,documentation,api documentation,document code opensource project,Charlie
Prepare technical guides,documentation,api documentation,prepare technical guides,David
Document code for open-source project,documentation,technical writing,document code opensource project,Alice
Prepare technical guides,documentation,technical writing,prepare technical guides,Bob
Prepare technical guides,documentation,sphinx,prepare technical guides,Charlie
Write release notes,documentation,asciidoc,write release notes,David
Write API documentation,documentation,markdown,write api documentation,Alice
Write API documentation,documentation,technical writing,write api documentation,Bob
Write release notes,documentation,markdown,write release notes,Charlie
Document code for open-source project,documentation,sphinx,document code opensource project,David
Write release notes,documentation,user manuals,write release notes,Alice
Write API documentation,documentation,readthedocs,write api documentation,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Write release notes,documentation,api documentation,write release notes,David
Maintain project wiki,documentation,user manuals,maintain project wiki,Alice
Write API documentation,documentation,sphinx,write api documentation,Bob
Create user manuals,documentation,readthedocs,create user manuals,Charlie
Write API documentation,documentation,technical writing,write api documentation,David
Write release notes,documentation,sphinx,write release notes,Alice
Create user manuals,documentation,user manuals,create user manuals,Bob
Write API documentation,documentation,user manuals,write api documentation,Charlie
Document code for open-source project,documentation,api documentation,document code opensource project,David
Maintain project wiki,documentation,user manuals,maintain project wiki,Alice
Write API documentation,documentation,readthedocs,write api documentation,Bob
Create user manuals,documentation,api documentation,create user manuals,Charlie
Write API documentation,documentation,readthedocs,write api documentation,David
Document code for open-source project,documentation,user manuals,document code opensource project,Alice
Prepare technical guides,documentation,asciidoc,prepare technical guides,Bob
Create user manuals,documentation,readthedocs,create user manuals,Charlie
Prepare technical guides,documentation,readthedocs,prepare technical guides,David
Prepare technical guides,documentation,readthedocs,prepare technical guides,Alice
Maintain project wiki,documentation,user manuals,maintain project wiki,Bob
Maintain project wiki,documentation,user manuals,maintain project wiki,Charlie
Document code for open-source project,documentation,markdown,document code opensource project,David
Prepare technical guides,documentation,sphinx,prepare technical guides,Alice
Document code for open-source project,documentation,sphinx,document code opensource project,Bob
Write release notes,documentation,readthedocs,write release notes,Charlie
Write API documentation,documentation,user manuals,write api documentation,David
Write API documentation,documentation,markdown,write api documentation,Alice
Prepare technical guides,documentation,confluence,prepare technical guides,Bob
Document code for open-source project,documentation,readthedocs,document code opensource project,Charlie
Write release notes,documentation,confluence,write release notes,David
Maintain project wiki,documentation,technical writing,maintain project wiki,Alice
Document code for open-source project,documentation,technical writing,document code opensource project,Bob
